index,country code,country,année,quantile,nb_quantiles,log_income,income,gdpppp,gini,population,cluster
6838,MEX,Mexico,2008,40,100,3.2889711373942605,1945.2308,13434.0,49.9,23040000,3
6839,MEX,Mexico,2008,41,100,3.299210949069419,1991.6405,13434.0,49.9,23040000,3
6840,MEX,Mexico,2008,42,100,3.309097148480296,2037.4978,13434.0,49.9,23040000,3
6841,MEX,Mexico,2008,43,100,3.318786626064522,2083.467,13434.0,49.9,23040000,3
6842,MEX,Mexico,2008,44,100,3.327316115949029,2124.7905,13434.0,49.9,23040000,3
6843,MEX,Mexico,2008,45,100,3.335179883312126,2163.6145,13434.0,49.9,23040000,3
6844,MEX,Mexico,2008,46,100,3.3453151017485716,2214.701,13434.0,49.9,23040000,3
6845,MEX,Mexico,2008,47,100,3.3530018856911625,2254.249,13434.0,49.9,23040000,3
6846,MEX,Mexico,2008,48,100,3.3639313790678207,2311.6995,13434.0,49.9,23040000,3
6847,MEX,Mexico,2008,49,100,3.3755512314387173,2374.3855,13434.0,49.9,23040000,3
6848,MEX,Mexico,2008,50,100,3.3832434796078723,2416.8154,13434.0,49.9,23040000,3
6849,MEX,Mexico,2008,51,100,3.393280484934581,2473.321,13434.0,49.9,23040000,3
6850,MEX,Mexico,2008,52,100,3.403262973865677,2530.83,13434.0,49.9,23040000,3
6851,MEX,Mexico,2008,53,100,3.410377346615579,2572.6301,13434.0,49.9,23040000,3
6852,MEX,Mexico,2008,54,100,3.4200573251899447,2630.6152,13434.0,49.9,23040000,3
6853,MEX,Mexico,2008,55,100,3.4284121353624095,2681.712,13434.0,49.9,23040000,3
6854,MEX,Mexico,2008,56,100,3.438629404633387,2745.5503,13434.0,49.9,23040000,3
6855,MEX,Mexico,2008,57,100,3.449612662593626,2815.8704,13434.0,49.9,23040000,3
6856,MEX,Mexico,2008,58,100,3.4592837195634676,2879.2788,13434.0,49.9,23040000,3
6857,MEX,Mexico,2008,59,100,3.4690404369142733,2944.6958,13434.0,49.9,23040000,3
6858,MEX,Mexico,2008,60,100,3.478061179291147,3006.4998,13434.0,49.9,23040000,3
6859,MEX,Mexico,2008,61,100,3.489329393300042,3085.5273,13434.0,49.9,23040000,3
6860,MEX,Mexico,2008,62,100,3.4996402697472293,3159.6594,13434.0,49.9,23040000,3
6861,MEX,Mexico,2008,63,100,3.505733074911451,3204.2993,13434.0,49.9,23040000,3
6862,MEX,Mexico,2008,64,100,3.513408274762826,3261.4316,13434.0,49.9,23040000,3
6863,MEX,Mexico,2008,65,100,3.523407454804751,3337.3938,13434.0,49.9,23040000,3
6864,MEX,Mexico,2008,66,100,3.5332441422839946,3413.8477,13434.0,49.9,23040000,3
6865,MEX,Mexico,2008,67,100,3.5442967704421773,3501.8438,13434.0,49.9,23040000,3
6866,MEX,Mexico,2008,68,100,3.5544052004030102,3584.3070000000002,13434.0,49.9,23040000,3
6867,MEX,Mexico,2008,69,100,3.5658584398760773,3680.09,13434.0,49.9,23040000,3
6868,MEX,Mexico,2008,70,100,3.576687392240582,3773.0051,13434.0,49.9,23040000,3
6869,MEX,Mexico,2008,71,100,3.588289761909867,3875.1611,13434.0,49.9,23040000,3
6870,MEX,Mexico,2008,72,100,3.599653348112033,3977.8953,13434.0,49.9,23040000,3
6871,MEX,Mexico,2008,73,100,3.6090064547294296,4064.4937,13434.0,49.9,23040000,3
6872,MEX,Mexico,2008,74,100,3.621281590612996,4181.0137,13434.0,49.9,23040000,3
6873,MEX,Mexico,2008,75,100,3.6336908987757184,4302.2029999999995,13434.0,49.9,23040000,3
6874,MEX,Mexico,2008,76,100,3.645970823827348,4425.5864,13434.0,49.9,23040000,3
6875,MEX,Mexico,2008,77,100,3.661394141954428,4585.5786,13434.0,49.9,23040000,3
6876,MEX,Mexico,2008,78,100,3.675910991964354,4741.448,13434.0,49.9,23040000,3
6877,MEX,Mexico,2008,79,100,3.686119303177124,4854.2183,13434.0,49.9,23040000,3
6878,MEX,Mexico,2008,80,100,3.7005520336420097,5018.247,13434.0,49.9,23040000,3
6879,MEX,Mexico,2008,81,100,3.7129926251779892,5164.076,13434.0,49.9,23040000,3
6880,MEX,Mexico,2008,82,100,3.729262381550144,5361.2046,13434.0,49.9,23040000,3
6881,MEX,Mexico,2008,83,100,3.744307068120712,5550.18,13434.0,49.9,23040000,3
6882,MEX,Mexico,2008,84,100,3.7594731616030623,5747.423000000001,13434.0,49.9,23040000,3
6883,MEX,Mexico,2008,85,100,3.776974311436912,5983.762,13434.0,49.9,23040000,3
6884,MEX,Mexico,2008,86,100,3.7941373116138353,6224.9707,13434.0,49.9,23040000,3
6885,MEX,Mexico,2008,87,100,3.8104770255194973,6463.638000000001,13434.0,49.9,23040000,3
6886,MEX,Mexico,2008,88,100,3.832401782037336,6798.3228,13434.0,49.9,23040000,3
6887,MEX,Mexico,2008,89,100,3.8573688369143135,7200.6025,13434.0,49.9,23040000,3
